x,y,id
-96.21,28.46,24639
-95.91,28.46,24639
-95.61,28.46,NA
-95.31,28.46,NA
-95.01,28.46,NA
-94.71,28.46,NA
-94.41,28.46,NA
-94.11,28.46,NA
-93.81,28.46,NA
-93.51,28.46,NA
-93.21,28.46,NA
-92.91,28.46,NA
-92.61,28.46,NA
-92.31,28.46,NA
-92.01,28.46,NA
-91.71,28.46,NA
-91.41,28.46,NA
-91.11,28.46,NA
-90.81,28.46,NA
-90.51,28.46,NA
-90.21,28.46,NA
-89.91,28.46,NA
-89.61,28.46,NA
-89.31,28.46,NA
-89.01,28.46,NA
-88.71,28.46,NA
-88.41,28.46,NA
-88.11,28.46,NA
-87.81,28.46,NA
-87.51,28.46,NA
-87.21,28.46,NA
-86.91,28.46,NA
-86.61,28.46,NA
-86.31,28.46,NA
-86.01,28.46,NA
-85.71,28.46,NA
-85.41,28.46,NA
-85.11,28.46,NA
-84.81,28.46,NA
-84.51,28.46,NA
-84.21,28.46,NA
-83.91,28.46,NA
-83.61,28.46,NA
-83.31,28.46,NA
-83.01,28.46,NA
-82.71,28.46,28171
-82.41,28.46,28172
-82.11,28.46,28173
-81.81,28.46,28174
-81.51,28.46,28175
-81.21,28.46,28525
-80.91,28.46,28526
-80.61,28.46,28526
-80.31,28.46,NA
-80.01,28.46,NA
-79.71,28.46,NA
-79.41,28.46,NA
-79.11,28.46,NA
-78.81,28.46,NA
-78.51,28.46,NA
-78.21,28.46,NA
-77.91,28.46,NA
-77.61,28.46,NA
-77.31,28.46,NA
-77.01,28.46,NA
-76.71,28.46,NA
-76.41,28.46,NA
-76.11,28.46,NA
-75.81,28.46,NA
-75.51,28.46,NA
-75.21,28.46,NA
-74.91,28.46,NA
-74.61,28.46,NA
-74.31,28.46,NA
-74.01,28.46,NA
-73.71,28.46,NA
-73.41,28.46,NA
-73.11,28.46,NA
-72.81,28.46,NA
-72.51,28.46,NA
-72.21,28.46,NA
-71.91,28.46,NA
-71.61,28.46,NA
-71.31,28.46,NA
-71.01,28.46,NA
-70.71,28.46,NA
-70.41,28.46,NA
-70.11,28.46,NA
-69.81,28.46,NA
-69.51,28.46,NA
-69.21,28.46,NA
-68.91,28.46,NA
-68.61,28.46,NA
-68.31,28.46,NA
-68.01,28.46,NA
-67.71,28.46,NA
-67.41,28.46,NA
-67.11,28.46,NA
-124.71,28.76,NA
-124.41,28.76,NA
-124.11,28.76,NA
-123.81,28.76,NA
-123.51,28.76,NA
-123.21,28.76,NA
-122.91,28.76,NA
-122.61,28.76,NA
-122.31,28.76,NA
-122.01,28.76,NA
-121.71,28.76,NA
-121.41,28.76,NA
-121.11,28.76,NA
-120.81,28.76,NA
-120.51,28.76,NA
-120.21,28.76,NA
-119.91,28.76,NA
-119.61,28.76,NA
-119.31,28.76,NA
-119.01,28.76,NA
-118.71,28.76,NA
-118.41,28.76,NA
-118.11,28.76,NA
-117.81,28.76,NA
-117.51,28.76,NA
-117.21,28.76,NA
-116.91,28.76,NA
-116.61,28.76,NA
-116.31,28.76,NA
-116.01,28.76,NA
-115.71,28.76,NA
-115.41,28.76,NA
-115.11,28.76,NA
-114.81,28.76,24580
-114.51,28.76,24232
-114.21,28.76,24233
-113.91,28.76,24233
-113.61,28.76,24234
-113.31,28.76,24235
-113.01,28.76,23887
-112.71,28.76,23888
-112.41,28.76,24238
-112.11,28.76,23891
-111.81,28.76,23891
-111.51,28.76,23892
-111.21,28.76,23893
-110.91,28.76,23894
-110.61,28.76,23895
-110.31,28.76,23896
-110.01,28.76,23897
-109.71,28.76,23898
-109.41,28.76,23899
-109.11,28.76,23900
-108.81,28.76,23901
-108.51,28.76,23902
-108.21,28.76,23903
-107.91,28.76,23904
-107.61,28.76,23905
-107.31,28.76,23906
-107.01,28.76,23906
-106.71,28.76,23907
-106.41,28.76,23908
-106.11,28.76,23909
-105.81,28.76,23910
-105.51,28.76,23911
-105.21,28.76,23912
-104.91,28.76,23913
-104.61,28.76,23914
-104.31,28.76,23915
-104.01,28.76,23916
-103.71,28.76,23917
-103.41,28.76,23918
-103.11,28.76,23919
-102.81,28.76,23920
-102.51,28.76,23921
-102.21,28.76,23922
-101.91,28.76,23923
-101.61,28.76,23924
-101.31,28.76,23925
-101.01,28.76,24275
-100.71,28.76,24276
-100.41,28.76,24277
-100.11,28.76,24277
-99.81,28.76,24278
-99.51,28.76,24279
-99.21,28.76,24280
-98.91,28.76,24281
-98.61,28.76,24282
-98.31,28.76,24283
-98.01,28.76,24284
-97.71,28.76,24634
-97.41,28.76,24635
-97.11,28.76,24636
-96.81,28.76,24637
-96.51,28.76,24638
-96.21,28.76,24639
-95.91,28.76,24989
-95.61,28.76,24990
-95.31,28.76,24990
-95.01,28.76,25340
-94.71,28.76,NA
-94.41,28.76,NA
-94.11,28.76,NA
-93.81,28.76,NA
-93.51,28.76,NA
-93.21,28.76,NA
-92.91,28.76,NA
-92.61,28.76,NA
-92.31,28.76,NA
-92.01,28.76,NA
-91.71,28.76,NA
-91.41,28.76,NA
-91.11,28.76,NA
-90.81,28.76,NA
-90.51,28.76,NA
-90.21,28.76,NA
-89.91,28.76,NA
-89.61,28.76,NA
-89.31,28.76,NA
-89.01,28.76,NA
-88.71,28.76,NA
-88.41,28.76,NA
-88.11,28.76,NA
-87.81,28.76,NA
-87.51,28.76,NA
-87.21,28.76,NA
-86.91,28.76,NA
-86.61,28.76,NA
-86.31,28.76,NA
-86.01,28.76,NA
-85.71,28.76,NA
-85.41,28.76,NA
-85.11,28.76,NA
-84.81,28.76,NA
-84.51,28.76,NA
-84.21,28.76,NA
-83.91,28.76,NA
-83.61,28.76,NA
-83.31,28.76,NA
-83.01,28.76,28171
-82.71,28.76,28171
-82.41,28.76,28521
-82.11,28.76,28522
-81.81,28.76,28523
-81.51,28.76,28872
-81.21,28.76,28873
-80.91,28.76,28874
-80.61,28.76,29223
-80.31,28.76,NA
-80.01,28.76,NA
-79.71,28.76,NA
-79.41,28.76,NA
-79.11,28.76,NA
-78.81,28.76,NA
-78.51,28.76,NA
-78.21,28.76,NA
-77.91,28.76,NA
-77.61,28.76,NA
-77.31,28.76,NA
-77.01,28.76,NA
-76.71,28.76,NA
-76.41,28.76,NA
-76.11,28.76,NA
-75.81,28.76,NA
-75.51,28.76,NA
-75.21,28.76,NA
-74.91,28.76,NA
-74.61,28.76,NA
-74.31,28.76,NA
-74.01,28.76,NA
-73.71,28.76,NA
-73.41,28.76,NA
-73.11,28.76,NA
-72.81,28.76,NA
-72.51,28.76,NA
-72.21,28.76,NA
-71.91,28.76,NA
-71.61,28.76,NA
-71.31,28.76,NA
-71.01,28.76,NA
-70.71,28.76,NA
-70.41,28.76,NA
-70.11,28.76,NA
-69.81,28.76,NA
-69.51,28.76,NA
-69.21,28.76,NA
-68.91,28.76,NA
-68.61,28.76,NA
-68.31,28.76,NA
-68.01,28.76,NA
-67.71,28.76,NA
-67.41,28.76,NA
-67.11,28.76,NA
-124.71,29.06,NA
-124.41,29.06,NA
-124.11,29.06,NA
-123.81,29.06,NA
-123.51,29.06,NA
-123.21,29.06,NA
-122.91,29.06,NA
-122.61,29.06,NA
-122.31,29.06,NA
-122.01,29.06,NA
-121.71,29.06,NA
-121.41,29.06,NA
-121.11,29.06,NA
-120.81,29.06,NA
-120.51,29.06,NA
-120.21,29.06,NA
-119.91,29.06,NA
-119.61,29.06,NA
-119.31,29.06,NA
-119.01,29.06,NA
-118.71,29.06,NA
-118.41,29.06,NA
-118.11,29.06,NA
-117.81,29.06,NA
-117.51,29.06,NA
-117.21,29.06,NA
-116.91,29.06,NA
-116.61,29.06,NA
-116.31,29.06,NA
-116.01,29.06,NA
-115.71,29.06,NA
-115.41,29.06,NA
-115.11,29.06,NA
-114.81,29.06,24580
-114.51,29.06,24581
-114.21,29.06,24582
-113.91,29.06,24583
-113.61,29.06,24583
-113.31,29.06,24235
-113.01,29.06,NA
-112.71,29.06,24238
-112.41,29.06,24238
-112.11,29.06,24588
-111.81,29.06,24240
-111.51,29.06,24241
-111.21,29.06,24242
-110.91,29.06,24243
-110.61,29.06,24244
-110.31,29.06,24245
-110.01,29.06,24246
-109.71,29.06,24247
-109.41,29.06,24248
-109.11,29.06,24249
-108.81,29.06,24250
-108.51,29.06,24251
-108.21,29.06,24252
-107.91,29.06,24253
-107.61,29.06,24254
-107.31,29.06,24255
-107.01,29.06,24255
-106.71,29.06,24256
-106.41,29.06,24257
-106.11,29.06,24258
-105.81,29.06,24259
-105.51,29.06,24260
-105.21,29.06,24261
-104.91,29.06,24262
-104.61,29.06,24263
-104.31,29.06,24264
-104.01,29.06,24265
-103.71,29.06,24266
-103.41,29.06,24267
-103.11,29.06,24268
-102.81,29.06,24269
-102.51,29.06,24270
-102.21,29.06,24271
-101.91,29.06,24272
-101.61,29.06,24273
-101.31,29.06,24623
-101.01,29.06,24624
-100.71,29.06,24624
-100.41,29.06,24625
-100.11,29.06,24626
-99.81,29.06,24627
-99.51,29.06,24628
-99.21,29.06,24629
-98.91,29.06,24630
-98.61,29.06,24631
-98.31,29.06,24632
-98.01,29.06,24982
-97.71,29.06,24983
-97.41,29.06,24984
-97.11,29.06,24985
-96.81,29.06,24986
-96.51,29.06,24987
-96.21,29.06,24988
-95.91,29.06,24989
-95.61,29.06,25339
-95.31,29.06,25340
-95.01,29.06,25340
-94.71,29.06,NA
-94.41,29.06,NA
-94.11,29.06,NA
-93.81,29.06,NA
-93.51,29.06,NA
-93.21,29.06,NA
-92.91,29.06,NA
-92.61,29.06,NA
-92.31,29.06,NA
-92.01,29.06,NA
-91.71,29.06,NA
-91.41,29.06,26399
-91.11,29.06,26400
-90.81,29.06,26401
-90.51,29.06,26402
-90.21,29.06,26402
-89.91,29.06,NA
-89.61,29.06,26754
-89.31,29.06,26754
-89.01,29.06,26754
-88.71,29.06,NA
-88.41,29.06,NA
-88.11,29.06,NA
-87.81,29.06,NA
-87.51,29.06,NA
-87.21,29.06,NA
-86.91,29.06,NA
-86.61,29.06,NA
-86.31,29.06,NA
-86.01,29.06,NA
-85.71,29.06,NA
-85.41,29.06,NA
-85.11,29.06,NA
-84.81,29.06,NA
-84.51,29.06,NA
-84.21,29.06,NA
-83.91,29.06,NA
-83.61,29.06,NA
-83.31,29.06,NA
-83.01,29.06,28867
-82.71,29.06,28520
-82.41,29.06,28869
-82.11,29.06,28870
-81.81,29.06,28871
-81.51,29.06,29221
-81.21,29.06,29222
-80.91,29.06,29223
-80.61,29.06,29223
-80.31,29.06,NA
-80.01,29.06,NA
-79.71,29.06,NA
-79.41,29.06,NA
-79.11,29.06,NA
-78.81,29.06,NA
-78.51,29.06,NA
-78.21,29.06,NA
-77.91,29.06,NA
-77.61,29.06,NA
-77.31,29.06,NA
-77.01,29.06,NA
-76.71,29.06,NA
-76.41,29.06,NA
-76.11,29.06,NA
-75.81,29.06,NA
-75.51,29.06,NA
-75.21,29.06,NA
-74.91,29.06,NA
-74.61,29.06,NA
-74.31,29.06,NA
-74.01,29.06,NA
-73.71,29.06,NA
-73.41,29.06,NA
-73.11,29.06,NA
-72.81,29.06,NA
-72.51,29.06,NA
-72.21,29.06,NA
-71.91,29.06,NA
-71.61,29.06,NA
-71.31,29.06,NA
-71.01,29.06,NA
-70.71,29.06,NA
-70.41,29.06,NA
-70.11,29.06,NA
-69.81,29.06,NA
-69.51,29.06,NA
-69.21,29.06,NA
-68.91,29.06,NA
-68.61,29.06,NA
-68.31,29.06,NA
-68.01,29.06,NA
-67.71,29.06,NA
-67.41,29.06,NA
-67.11,29.06,NA
-124.71,29.36,NA
-124.41,29.36,NA
-124.11,29.36,NA
-123.81,29.36,NA
-123.51,29.36,NA
-123.21,29.36,NA
-122.91,29.36,NA
-122.61,29.36,NA
-122.31,29.36,NA
-122.01,29.36,NA
-121.71,29.36,NA
-121.41,29.36,NA
-121.11,29.36,NA
-120.81,29.36,NA
-120.51,29.36,NA
-120.21,29.36,NA
-119.91,29.36,NA
-119.61,29.36,NA
-119.31,29.36,NA
-119.01,29.36,NA
-118.71,29.36,NA
-118.41,29.36,NA
-118.11,29.36,NA
-117.81,29.36,NA
-117.51,29.36,NA
-117.21,29.36,NA
-116.91,29.36,NA
-116.61,29.36,NA
-116.31,29.36,NA
-116.01,29.36,NA
-115.71,29.36,NA
-115.41,29.36,25277
-115.11,29.36,25277
-114.81,29.36,24929
-114.51,29.36,24930
-114.21,29.36,24931
-113.91,29.36,24931
-113.61,29.36,24933
-113.31,29.36,24933
-113.01,29.36,NA
-112.71,29.36,NA
-112.41,29.36,24937
-112.11,29.36,24588
-111.81,29.36,24589
-111.51,29.36,24590
-111.21,29.36,24591
-110.91,29.36,24592
-110.61,29.36,24593
-110.31,29.36,24594
-110.01,29.36,24595
-109.71,29.36,24596
-109.41,29.36,24597
-109.11,29.36,24598
-108.81,29.36,24599
-108.51,29.36,24600
-108.21,29.36,24601
-107.91,29.36,24602
-107.61,29.36,24603
-107.31,29.36,24604
-107.01,29.36,24604
-106.71,29.36,24605
-106.41,29.36,24606
-106.11,29.36,24607
-105.81,29.36,24608
-105.51,29.36,24609
-105.21,29.36,24610
-104.91,29.36,24611
-104.61,29.36,24612
-104.31,29.36,24613
-104.01,29.36,24614
-103.71,29.36,24615
-103.41,29.36,24616
-103.11,29.36,24617
-102.81,29.36,24618
-102.51,29.36,24619
-102.21,29.36,24620
-101.91,29.36,24621
-101.61,29.36,24971
-101.31,29.36,24972
-101.01,29.36,24972
-100.71,29.36,24973
-100.41,29.36,24974
-100.11,29.36,24975
-99.81,29.36,24976
-99.51,29.36,24977
-99.21,29.36,24978
-98.91,29.36,24979
-98.61,29.36,24980
-98.31,29.36,25330
-98.01,29.36,25331
-97.71,29.36,25332
-97.41,29.36,25333
-97.11,29.36,25334
-96.81,29.36,25335
-96.51,29.36,25336
-96.21,29.36,25337
-95.91,29.36,25686
-95.61,29.36,25687
-95.31,29.36,25688
-95.01,29.36,25689
-94.71,29.36,26040
-94.41,29.36,26040
-94.11,29.36,26040
-93.81,29.36,26391
-93.51,29.36,26392
-93.21,29.36,26393
-92.91,29.36,26393
-92.61,29.36,NA
-92.31,29.36,NA
-92.01,29.36,NA
-91.71,29.36,26747
-91.41,29.36,26399
-91.11,29.36,26399
-90.81,29.36,26400
-90.51,29.36,26750
-90.21,29.36,26751
-89.91,29.36,27101
-89.61,29.36,27102
-89.31,29.36,26754
-89.01,29.36,26754
-88.71,29.36,NA
-88.41,29.36,NA
-88.11,29.36,NA
-87.81,29.36,NA
-87.51,29.36,NA
-87.21,29.36,NA
-86.91,29.36,NA
-86.61,29.36,NA
-86.31,29.36,NA
-86.01,29.36,NA
-85.71,29.36,NA
-85.41,29.36,NA
-85.11,29.36,NA
-84.81,29.36,NA
-84.51,29.36,NA
-84.21,29.36,NA
-83.91,29.36,NA
-83.61,29.36,NA
-83.31,29.36,28867
-83.01,29.36,28867
-82.71,29.36,28868
-82.41,29.36,29218
-82.11,29.36,29219
-81.81,29.36,29220
-81.51,29.36,29570
-81.21,29.36,29571
-80.91,29.36,29571
-80.61,29.36,NA
-80.31,29.36,NA
-80.01,29.36,NA
-79.71,29.36,NA
-79.41,29.36,NA
-79.11,29.36,NA
-78.81,29.36,NA
-78.51,29.36,NA
-78.21,29.36,NA
-77.91,29.36,NA
-77.61,29.36,NA
-77.31,29.36,NA
-77.01,29.36,NA
-76.71,29.36,NA
-76.41,29.36,NA
-76.11,29.36,NA
-75.81,29.36,NA
-75.51,29.36,NA
-75.21,29.36,NA
-74.91,29.36,NA
-74.61,29.36,NA
-74.31,29.36,NA
-74.01,29.36,NA
-73.71,29.36,NA
-73.41,29.36,NA
-73.11,29.36,NA
-72.81,29.36,NA
-72.51,29.36,NA
-72.21,29.36,NA
-71.91,29.36,NA
-71.61,29.36,NA
-71.31,29.36,NA
-71.01,29.36,NA
-70.71,29.36,NA
-70.41,29.36,NA
-70.11,29.36,NA
-69.81,29.36,NA
-69.51,29.36,NA
-69.21,29.36,NA
-68.91,29.36,NA
-68.61,29.36,NA
-68.31,29.36,NA
-68.01,29.36,NA
-67.71,29.36,NA
-67.41,29.36,NA
-67.11,29.36,NA
-124.71,29.66,NA
-124.41,29.66,NA
-124.11,29.66,NA
-123.81,29.66,NA
-123.51,29.66,NA
-123.21,29.66,NA
-122.91,29.66,NA
-122.61,29.66,NA
-122.31,29.66,NA
-122.01,29.66,NA
-121.71,29.66,NA
-121.41,29.66,NA
-121.11,29.66,NA
-120.81,29.66,NA
-120.51,29.66,NA
-120.21,29.66,NA
-119.91,29.66,NA
-119.61,29.66,NA
-119.31,29.66,NA
-119.01,29.66,NA
-118.71,29.66,NA
-118.41,29.66,NA
-118.11,29.66,NA
-117.81,29.66,NA
-117.51,29.66,NA
-117.21,29.66,NA
-116.91,29.66,NA
-116.61,29.66,NA
-116.31,29.66,NA
-116.01,29.66,NA
-115.71,29.66,25625
-115.41,29.66,25625
-115.11,29.66,25277
-114.81,29.66,25278
-114.51,29.66,25279
-114.21,29.66,25280
-113.91,29.66,25280
-113.61,29.66,24933
-113.31,29.66,24933
-113.01,29.66,NA
-112.71,29.66,25634
-112.41,29.66,25286
-112.11,29.66,25286
-111.81,29.66,25287
-111.51,29.66,24939
-111.21,29.66,24940
-110.91,29.66,24941
-110.61,29.66,24942
-110.31,29.66,24943
-110.01,29.66,24944
-109.71,29.66,24945
-109.41,29.66,24946
-109.11,29.66,24947
-108.81,29.66,24948
-108.51,29.66,24949
-108.21,29.66,24950
-107.91,29.66,24951
-107.61,29.66,24952
-107.31,29.66,24953
-107.01,29.66,24953
-106.71,29.66,24954
-106.41,29.66,24955
-106.11,29.66,24956
-105.81,29.66,24957
-105.51,29.66,24958
-105.21,29.66,24959
-104.91,29.66,24960
-104.61,29.66,24961
-104.31,29.66,24962
-104.01,29.66,24963
-103.71,29.66,24964
-103.41,29.66,24965
-103.11,29.66,24966
-102.81,29.66,24967
-102.51,29.66,24968
-102.21,29.66,25318
-101.91,29.66,25319
-101.61,29.66,25319
-101.31,29.66,25320
-101.01,29.66,25321
-100.71,29.66,25322
-100.41,29.66,25323
-100.11,29.66,25324
-99.81,29.66,25325
-99.51,29.66,25326
-99.21,29.66,25327
-98.91,29.66,25328
-98.61,29.66,25678
-98.31,29.66,25679
-98.01,29.66,25680
-97.71,29.66,25681
-97.41,29.66,25682
-97.11,29.66,25683
-96.81,29.66,25684
-96.51,29.66,25684
-96.21,29.66,26034
-95.91,29.66,26035
-95.61,29.66,26036
-95.31,29.66,26037
-95.01,29.66,26038
-94.71,29.66,26388
-94.41,29.66,26040
-94.11,29.66,26390
-93.81,29.66,26391
-93.51,29.66,26392
-93.21,29.66,26393
-92.91,29.66,26393
-92.61,29.66,26744
-92.31,29.66,26744
-92.01,29.66,26745
-91.71,29.66,26747
-91.41,29.66,26747
-91.11,29.66,26748
-90.81,29.66,27098
-90.51,29.66,27099
-90.21,29.66,27100
-89.91,29.66,27101
-89.61,29.66,27102
-89.31,29.66,27102
-89.01,29.66,NA
-88.71,29.66,NA
-88.41,29.66,NA
-88.11,29.66,NA
-87.81,29.66,NA
-87.51,29.66,NA
-87.21,29.66,NA
-86.91,29.66,NA
-86.61,29.66,NA
-86.31,29.66,NA
-86.01,29.66,NA
-85.71,29.66,NA
-85.41,29.66,28860
-85.11,29.66,28860
-84.81,29.66,28861
-84.51,29.66,NA
-84.21,29.66,NA
-83.91,29.66,NA
-83.61,29.66,29215
-83.31,29.66,29215
-83.01,29.66,29216
-82.71,29.66,29217
-82.41,29.66,29567
-82.11,29.66,29568
-81.81,29.66,29568
-81.51,29.66,29918
-81.21,29.66,29919
-80.91,29.66,29571
-80.61,29.66,NA
-80.31,29.66,NA
-80.01,29.66,NA
-79.71,29.66,NA
-79.41,29.66,NA
-79.11,29.66,NA
-78.81,29.66,NA
-78.51,29.66,NA
-78.21,29.66,NA
-77.91,29.66,NA
-77.61,29.66,NA
-77.31,29.66,NA
-77.01,29.66,NA
-76.71,29.66,NA
-76.41,29.66,NA
-76.11,29.66,NA
-75.81,29.66,NA
-75.51,29.66,NA
-75.21,29.66,NA
-74.91,29.66,NA
-74.61,29.66,NA
-74.31,29.66,NA
-74.01,29.66,NA
-73.71,29.66,NA
-73.41,29.66,NA
-73.11,29.66,NA
-72.81,29.66,NA
-72.51,29.66,NA
-72.21,29.66,NA
-71.91,29.66,NA
-71.61,29.66,NA
-71.31,29.66,NA
-71.01,29.66,NA
-70.71,29.66,NA
-70.41,29.66,NA
-70.11,29.66,NA
-69.81,29.66,NA
-69.51,29.66,NA
-69.21,29.66,NA
-68.91,29.66,NA
-68.61,29.66,NA
-68.31,29.66,NA
-68.01,29.66,NA
-67.71,29.66,NA
-67.41,29.66,NA
-67.11,29.66,NA
-124.71,29.96,NA
-124.41,29.96,NA
-124.11,29.96,NA
-123.81,29.96,NA
-123.51,29.96,NA
-123.21,29.96,NA
-122.91,29.96,NA
-122.61,29.96,NA
-122.31,29.96,NA
-122.01,29.96,NA
-121.71,29.96,NA
-121.41,29.96,NA
-121.11,29.96,NA
-120.81,29.96,NA
-120.51,29.96,NA
-120.21,29.96,NA
-119.91,29.96,NA
-119.61,29.96,NA
-119.31,29.96,NA
-119.01,29.96,NA
-118.71,29.96,NA
-118.41,29.96,NA
-118.11,29.96,NA
-117.81,29.96,NA
-117.51,29.96,NA
-117.21,29.96,NA
-116.91,29.96,NA
-116.61,29.96,NA
-116.31,29.96,NA
-116.01,29.96,25973
-115.71,29.96,25973
-115.41,29.96,25974
-115.11,29.96,25626
-114.81,29.96,25627
-114.51,29.96,25628
-114.21,29.96,25628
-113.91,29.96,NA
-113.61,29.96,NA
-113.31,29.96,NA
-113.01,29.96,NA
-112.71,29.96,25634
-112.41,29.96,25635
-112.11,29.96,25635
-111.81,29.96,25636
-111.51,29.96,25637
-111.21,29.96,25289
-110.91,29.96,25290
-110.61,29.96,25291
-110.31,29.96,25292
-110.01,29.96,25293
-109.71,29.96,25294
-109.41,29.96,25295
-109.11,29.96,25296
-108.81,29.96,25297
-108.51,29.96,25298
-108.21,29.96,25299
-107.91,29.96,25300
-107.61,29.96,25301
-107.31,29.96,25302
-107.01,29.96,25302
-106.71,29.96,25303
-106.41,29.96,25304
-106.11,29.96,25305
-105.81,29.96,25306
-105.51,29.96,25307
-105.21,29.96,25308
-104.91,29.96,25309
-104.61,29.96,25310
-104.31,29.96,25311
-104.01,29.96,25312
-103.71,29.96,25313
-103.41,29.96,25314
-103.11,29.96,25315
-102.81,29.96,25316
-102.51,29.96,25666
-102.21,29.96,25667
-101.91,29.96,25667
-101.61,29.96,25668
-101.31,29.96,25669
-101.01,29.96,25670
-100.71,29.96,25671
-100.41,29.96,25672
-100.11,29.96,25673
-99.81,29.96,25674
-99.51,29.96,25675
-99.21,29.96,25676
-98.91,29.96,25677
-98.61,29.96,26027
-98.31,29.96,26028
-98.01,29.96,26029
-97.71,29.96,26030
-97.41,29.96,26031
-97.11,29.96,26031
-96.81,29.96,26032
-96.51,29.96,26033
-96.21,29.96,26383
-95.91,29.96,26384
-95.61,29.96,26385
-95.31,29.96,26386
-95.01,29.96,26387
-94.71,29.96,26388
-94.41,29.96,26389
-94.11,29.96,26739
-93.81,29.96,26740
-93.51,29.96,26741
-93.21,29.96,26742
-92.91,29.96,26742
-92.61,29.96,26743
-92.31,29.96,27093
-92.01,29.96,27094
-91.71,29.96,27095
-91.41,29.96,27096
-91.11,29.96,27097
-90.81,29.96,27447
-90.51,29.96,27448
-90.21,29.96,27449
-89.91,29.96,27450
-89.61,29.96,27450
-89.31,29.96,NA
-89.01,29.96,28150
-88.71,29.96,NA
-88.41,29.96,NA
-88.11,29.96,NA
-87.81,29.96,28503
-87.51,29.96,NA
-87.21,29.96,NA
-86.91,29.96,NA
-86.61,29.96,NA
-86.31,29.96,NA
-86.01,29.96,NA
-85.71,29.96,28859
-85.41,29.96,28859
-85.11,29.96,28860
-84.81,29.96,28861
-84.51,29.96,29211
-84.21,29.96,29211
-83.91,29.96,29562
-83.61,29.96,29563
-83.31,29.96,29564
-83.01,29.96,29564
-82.71,29.96,29565
-82.41,29.96,29915
-82.11,29.96,29916
-81.81,29.96,29917
-81.51,29.96,30267
-81.21,29.96,30267
-80.91,29.96,NA
-80.61,29.96,NA
-80.31,29.96,NA
-80.01,29.96,NA
-79.71,29.96,NA
-79.41,29.96,NA
-79.11,29.96,NA
-78.81,29.96,NA
-78.51,29.96,NA
-78.21,29.96,NA
-77.91,29.96,NA
-77.61,29.96,NA
-77.31,29.96,NA
-77.01,29.96,NA
-76.71,29.96,NA
-76.41,29.96,NA
-76.11,29.96,NA
-75.81,29.96,NA
-75.51,29.96,NA
-75.21,29.96,NA
-74.91,29.96,NA
-74.61,29.96,NA
-74.31,29.96,NA
-74.01,29.96,NA
-73.71,29.96,NA
-73.41,29.96,NA
-73.11,29.96,NA
-72.81,29.96,NA
-72.51,29.96,NA
-72.21,29.96,NA
-71.91,29.96,NA
-71.61,29.96,NA
-71.31,29.96,NA
-71.01,29.96,NA
-70.71,29.96,NA
-70.41,29.96,NA
-70.11,29.96,NA
-69.81,29.96,NA
-69.51,29.96,NA
-69.21,29.96,NA
-68.91,29.96,NA
-68.61,29.96,NA
-68.31,29.96,NA
-68.01,29.96,NA
-67.71,29.96,NA
-67.41,29.96,NA
-67.11,29.96,NA
-124.71,30.26,NA
-124.41,30.26,NA
-124.11,30.26,NA
-123.81,30.26,NA
-123.51,30.26,NA
-123.21,30.26,NA
-122.91,30.26,NA
-122.61,30.26,NA
-122.31,30.26,NA
-122.01,30.26,NA
-121.71,30.26,NA
-121.41,30.26,NA
-121.11,30.26,NA
-120.81,30.26,NA
-120.51,30.26,NA
-120.21,30.26,NA
-119.91,30.26,NA
-119.61,30.26,NA
-119.31,30.26,NA
-119.01,30.26,NA
-118.71,30.26,NA
-118.41,30.26,NA
-118.11,30.26,NA
-117.81,30.26,NA
-117.51,30.26,NA
-117.21,30.26,NA
-116.91,30.26,NA
-116.61,30.26,NA
-116.31,30.26,NA
-116.01,30.26,26322
-115.71,30.26,26322
-115.41,30.26,26323
-115.11,30.26,26324
-114.81,30.26,25976
-114.51,30.26,25976
-114.21,30.26,NA
-113.91,30.26,NA
-113.61,30.26,NA
-113.31,30.26,NA
-113.01,30.26,NA
-112.71,30.26,25983
-112.41,30.26,25984
-112.11,30.26,25985
-111.81,30.26,25986
-111.51,30.26,25986
-111.21,30.26,25987
-110.91,30.26,25988
-110.61,30.26,25640
-110.31,30.26,25641
-110.01,30.26,25642
-109.71,30.26,25643
-109.41,30.26,25644
-109.11,30.26,25645
-108.81,30.26,25646
-108.51,30.26,25647
-108.21,30.26,25648
-107.91,30.26,25649
-107.61,30.26,25650
-107.31,30.26,25651
-107.01,30.26,25651
-106.71,30.26,25652
-106.41,30.26,25653
-106.11,30.26,25654
-105.81,30.26,25655
-105.51,30.26,25656
-105.21,30.26,25657
-104.91,30.26,25658
-104.61,30.26,25659
-104.31,30.26,25660
-104.01,30.26,25661
-103.71,30.26,25662
-103.41,30.26,25663
-103.11,30.26,26013
-102.81,30.26,26014
-102.51,30.26,26015
-102.21,30.26,26015
-101.91,30.26,26016
-101.61,30.26,26017
-101.31,30.26,26018
-101.01,30.26,26019
-100.71,30.26,26020
-100.41,30.26,26021
-100.11,30.26,26022
-99.81,30.26,26023
-99.51,30.26,26024
-99.21,30.26,26025
-98.91,30.26,26375
-98.61,30.26,26376
-98.31,30.26,26377
-98.01,30.26,26378
-97.71,30.26,26378
-97.41,30.26,26379
-97.11,30.26,26380
-96.81,30.26,26381
-96.51,30.26,26731
-96.21,30.26,26732
-95.91,30.26,26733
-95.61,30.26,26734
-95.31,30.26,26735
-95.01,30.26,26736
-94.71,30.26,26737
-94.41,30.26,26738
-94.11,30.26,27088
