x,y,id,dist
-82.706703186035,44.5578994750977,46650,0.0106201171876066
-102.706703186035,34.5578994750977,31248,0.0251235961910936
-112.706703186035,42.5578994750977,40993,0.0251388549811011
-108.706703186035,28.5578994750977,23552,0.0377159118651029
-78.706703186035,34.5578994750977,36551,0.038261413574304
-114.706703186035,48.5578994750977,48319,0.042198181152294
-68.706703186035,46.5578994750977,53658,0.043334960937301
-110.706703186035,36.5578994750977,33668,0.0481414794927986
-100.706703186035,30.5578994750977,26369,0.0483436584477985
-100.706703186035,44.5578994750977,43466,0.0511436462399004
-120.706703186035,36.5578994750977,34687,0.0527153015135013
-76.706703186035,38.5578994750977,41786,0.0532722473145952
-78.706703186035,38.5578994750977,41083,0.053970336913892
-92.706703186035,40.5578994750977,39649,0.0568237304686079
-122.706703186035,38.5578994750977,37475,0.0580711364744957
-82.706703186035,34.5578994750977,35144,0.0592346191407032
-98.706703186035,36.5578994750977,34051,0.0601577758787073
-74.706703186035,42.5578994750977,47020,0.0611610412599006
-98.706703186035,38.5578994750977,36493,0.0643348693849006
-80.706703186035,42.5578994750977,44912,0.0718078613282955
-88.706703186035,44.5578994750977,45240,0.0760040283200993
-104.706703186035,26.5578994750977,21122,0.0785694122316016
-88.706703186035,32.5578994750977,30941,0.079288482666307
-112.706703186035,30.5578994750977,26332,0.0805912017824078
-116.706703186035,42.5578994750977,41332,0.0809364318843038
-104.706703186035,28.5578994750977,23565,0.0815811157228978
-104.706703186035,36.5578994750977,33685,0.0818939208982954
-118.706703186035,48.5578994750977,48659,0.082782745361591
-102.706703186035,40.5578994750977,38576,0.0858268737789984
-112.706703186035,46.5578994750977,45880,0.0872802734371021
-102.706703186035,44.5578994750977,43461,0.0875663757330045
-116.706703186035,40.5578994750977,38888,0.0892829895021023
-118.706703186035,40.5578994750977,39232,0.0900764465327981
-102.706703186035,38.5578994750977,36133,0.0902290344236931
-112.706703186035,38.5578994750977,36106,0.0910911560054899
-118.706703186035,42.5578994750977,41676,0.0954895019532955
-98.706703186035,26.5578994750977,21491,0.0965652465819034
-86.706703186035,38.5578994750977,38619,0.102714538574389
-114.706703186035,34.5578994750977,31562,0.103317260742607
-78.706703186035,42.5578994750977,45615,0.103507995605298
-108.706703186035,26.5578994750977,21109,0.104461669922102
-116.706703186035,44.5578994750977,43776,0.104751586914304
-80.706703186035,38.5578994750977,40380,0.105678558349503
-112.706703186035,34.5578994750977,31219,0.105842590332003
-118.706703186035,44.5578994750977,44120,0.106731414795007
-108.706703186035,40.5578994750977,38560,0.107276916504198
-110.706703186035,42.5578994750977,40998,0.107330322266002
-78.706703186035,48.5578994750977,52238,0.108860015869304
-88.706703186035,30.5578994750977,28500,0.111839294433494
-90.706703186035,44.5578994750977,44886,0.112529754638807
-80.706703186035,32.5578994750977,33407,0.114055633545107
-86.706703186035,30.5578994750977,29204,0.116046905517404
-102.706703186035,24.5578994750977,18686,0.117280960083303
-96.706703186035,46.5578994750977,46267,0.119121551513508
-88.706703186035,38.5578994750977,38265,0.1193618774412
-90.706703186035,32.5578994750977,30586,0.120330810547003
-106.706703186035,48.5578994750977,47988,0.121810913085895
-74.706703186035,40.5578994750977,44929,0.122066497802507
-90.706703186035,48.5578994750977,49420,0.122829437256108
-102.706703186035,26.5578994750977,21129,0.123043060302695
-116.706703186035,38.5578994750977,36444,0.123622894286896
-110.706703186035,30.5578994750977,26338,0.123685836792301
-88.706703186035,34.5578994750977,33382,0.123710632324304
-94.706703186035,38.5578994750977,36853,0.124046325683501
-122.706703186035,42.5578994750977,42364,0.124313354491697
-100.706703186035,40.5578994750977,38581,0.125434875488708
-86.706703186035,32.5578994750977,31645,0.129112243652195
-80.706703186035,46.5578994750977,49444,0.130256652832209
-98.706703186035,34.5578994750977,31609,0.1302871704099
-120.706703186035,42.5578994750977,42020,0.130466461181904
-86.706703186035,48.5578994750977,50127,0.131473541259993
-90.706703186035,36.5578994750977,35469,0.132377624511804
-90.706703186035,40.5578994750977,40003,0.134323120117301
-100.706703186035,28.5578994750977,23927,0.134454727172596
-88.706703186035,36.5578994750977,35824,0.135223388671804
-90.706703186035,30.5578994750977,28145,0.135915756225401
-102.706703186035,36.5578994750977,33691,0.135993957519204
-114.706703186035,36.5578994750977,34006,0.136901855468892
-104.706703186035,46.5578994750977,45550,0.137420654297095
-108.706703186035,38.5578994750977,36117,0.138233184813799
-114.706703186035,42.5578994750977,41337,0.138484954833601
-80.706703186035,34.5578994750977,35848,0.138793945312401
-98.706703186035,24.5578994750977,19049,0.139955520629709
-98.706703186035,28.5578994750977,24282,0.141740798949996
-110.706703186035,40.5578994750977,38555,0.14175415039
-98.706703186035,46.5578994750977,45913,0.141811370849794
-120.706703186035,38.5578994750977,37131,0.142665863037202
-102.706703186035,30.5578994750977,26363,0.143304824828704
-76.706703186035,44.5578994750977,48409,0.144153594970597
-110.706703186035,34.5578994750977,31225,0.144557952880895
-118.706703186035,38.5578994750977,36788,0.145229339599396
-100.706703186035,34.5578994750977,31254,0.145305633544695
-76.706703186035,40.5578994750977,44226,0.145656585693509
-110.706703186035,48.5578994750977,47979,0.145736694335902
-120.706703186035,44.5578994750977,44115,0.148464202881399
-106.706703186035,28.5578994750977,23558,0.149087905883892
-82.706703186035,36.5578994750977,37585,0.149650573730298
-80.706703186035,26.5578994750977,26435,0.149703979492003
-112.706703186035,28.5578994750977,23888,0.150426864623899
-112.706703186035,32.5578994750977,28775,0.151084899902791
-72.706703186035,42.5578994750977,47723,0.151412963867003
-98.706703186035,30.5578994750977,26724,0.1517772674562
-82.706703186035,28.5578994750977,28171,0.152700424194101
-92.706703186035,42.5578994750977,42091,0.153282165527195
-94.706703186035,40.5578994750977,39295,0.153484344482294
-84.706703186035,46.5578994750977,48388,0.1552963256837
-104.706703186035,34.5578994750977,31242,0.155467987060909
-94.706703186035,36.5578994750977,34760,0.156345367431506
-80.706703186035,36.5578994750977,38288,0.157230377197408
-118.706703186035,46.5578994750977,46215,0.157661437987699
-104.706703186035,38.5578994750977,36128,0.159355163574006
-86.706703186035,36.5578994750977,36178,0.160175323486499
-122.706703186035,46.5578994750977,46904,0.160671234130604
-86.706703186035,34.5578994750977,34086,0.1607437133787
-82.706703186035,46.5578994750977,48742,0.161109924316598
-108.706703186035,30.5578994750977,25995,0.161764144897592
-86.706703186035,46.5578994750977,48035,0.162555694579794
-122.706703186035,40.5578994750977,39919,0.164184570312905
-92.706703186035,34.5578994750977,32673,0.164382934570106
-74.706703186035,44.5578994750977,49111,0.166633605957202
-92.706703186035,46.5578994750977,46974,0.170112609863097
-90.706703186035,42.5578994750977,42445,0.170261383056499
-116.706703186035,36.5578994750977,34000,0.171615600586605
-106.706703186035,46.5578994750977,45545,0.171798706054794
-68.706703186035,44.5578994750977,51567,0.172195434570497
-70.706703186035,42.5578994750977,48774,0.172473907470504
-110.706703186035,38.5578994750977,36111,0.172489166259403
-76.706703186035,46.5578994750977,50849,0.172901153564304
-96.706703186035,48.5578994750977,48709,0.1730918884275
-76.706703186035,36.5578994750977,39695,0.173789978027102
-84.706703186035,30.5578994750977,29559,0.174839019775305
-100.706703186035,46.5578994750977,45908,0.175395965575895
-94.706703186035,42.5578994750977,41737,0.176338195800703
-70.706703186035,44.5578994750977,50865,0.178371429443203
-98.706703186035,48.5578994750977,48355,0.178680419922095
-100.706703186035,48.5578994750977,48351,0.179004669189204
-92.706703186035,48.5578994750977,49067,0.179172515868999
-98.706703186035,40.5578994750977,38935,0.180141448974801
-90.706703186035,34.5578994750977,33028,0.181243896484197
-82.706703186035,42.5578994750977,44558,0.182537078857607
-96.706703186035,44.5578994750977,43825,0.183715820312401
-82.706703186035,48.5578994750977,51183,0.184730529785099
-82.706703186035,32.5578994750977,32703,0.185493469238502
-86.706703186035,44.5578994750977,45594,0.185550689697202
-110.706703186035,32.5578994750977,28781,0.186569213867799
-94.706703186035,34.5578994750977,32318,0.187267303466896
-82.706703186035,30.5578994750977,30263,0.187379837036001
-78.706703186035,46.5578994750977,50147,0.187534332275206
